location,site,year1stTag,tag,plot,dah.yr0,dah.yr1,dah.yr1.max,height.yr0,height.yr1,stems.yr0,stems.yr1,yr0,dens.cont.yr0,densEffect.yr0,dah.superclass.yr0,mortality.yr1,name,nhlc
unh,wff,2011,1063,15,0.68,0.61,NA,143,130,1,1,2011,13,9,B,NA,wff15,3
unh,wff,2011,1064,15,0.43,0.44,NA,90,70,2,1,2011,13,12,A,NA,wff15,3
unh,wff,2011,1065,15,0.5,0.52,NA,104,114,1,1,2011,13,9,B,NA,wff15,3
unh,wff,2011,P15-W-3,15,0.22,0.2,NA,24,29,1,1,2011,13,12,A,NA,wff15,3
unh,wff,2011,P15-W-5,15,NA,0.2,NA,NA,25,NA,1,2011,13,0,NA,NA,wff15,3
unh,wff,2010,352,2,1.32,1.25,NA,202,214,1,1,2011,6,5,B,NA,wff2,1
unh,wff,2010,353,2,2.31,2.2,2.3,392,395,1,1,2011,6,3,C,NA,wff2,1
unh,wff,2010,354,2,2.85,2.53,2.83,401,401,9,9,2011,6,3,C,NA,wff2,1
unh,wff,2010,355,2,1.43,1.56,NA,240,266,1,1,2011,6,5,B,NA,wff2,1
unh,wff,2010,356,2,3.75,3.75,NA,451,451,7,10,2011,6,0,D,NA,wff2,1
unh,wff,2010,357,2,3.43,3.45,NA,400,400,3,3,2011,6,3,C,NA,wff2,1
unh,wff,2010,358,2010-2,4.1,4.1,NA,401,401,2,3,2011,8,3,D,NA,wff2010-2,NA
unh,wff,2010,359,2010-2,4.11,3.63,4.25,401,401,1,1,2011,8,3,D,NA,wff2010-2,NA
unh,wff,2010,360,2010-2,3.85,3.9,NA,401,401,3,4,2011,8,3,D,NA,wff2010-2,NA
unh,wff,2010,361,2010-2,5.5,5.5,NA,401,401,2,2,2011,8,3,D,NA,wff2010-2,NA
unh,wff,2010,362,2010-2,1.27,1.22,NA,212,229,1,1,2011,8,6,B,NA,wff2010-2,NA
unh,wff,2010,363,2010-2,1.4,1.35,NA,267,285,1,1,2011,8,6,B,NA,wff2010-2,NA
unh,wff,2010,364,2010-2,0.49,0.55,NA,99,121,1,1,2011,8,7,A,NA,wff2010-2,NA
unh,wff,2010,365,2010-2,0.61,0.6,NA,115,125,1,1,2011,8,6,B,NA,wff2010-2,NA
unh,wff,2010,366,2010-3,0.42,0.45,NA,77,79,1,1,2011,7,6,A,NA,wff2010-3,NA
unh,wff,2010,367,2010-3,3.21,3.32,NA,401,401,1,1,2011,7,3,C,NA,wff2010-3,NA
unh,wff,2010,368,2010-3,1.7,1.75,NA,283,295,3,3,2011,7,5,B,NA,wff2010-3,NA
unh,wff,2010,369,2010-3,3.54,3.41,NA,385,388,5,6,2011,7,1,D,NA,wff2010-3,NA
unh,wff,2010,370,2010-3,2.15,2.15,NA,401,401,1,1,2011,7,3,C,NA,wff2010-3,NA
unh,wff,2010,371,2010-3,0.89,0.81,NA,187,180,1,1,2011,7,5,B,NA,wff2010-3,NA
unh,wff,2010,372,2010-3,3.8,3.31,3.6,401,401,7,7,2011,7,1,D,NA,wff2010-3,NA
unh,wff,2010,373,2010-4,1.6,1.66,NA,360,386,1,1,2011,8,7,B,NA,wff2010-4,NA
unh,wff,2010,374,2010-4,2.94,2.9,NA,401,401,3,3,2011,8,5,C,NA,wff2010-4,NA
unh,wff,2010,375,2010-4,2.87,2.78,2.94,401,401,1,1,2011,8,5,C,NA,wff2010-4,NA
unh,wff,2010,376,2010-4,2.62,2.72,NA,401,401,2,2,2011,8,5,C,NA,wff2010-4,NA
unh,wff,2010,377,2010-4,3.25,3.13,3.29,401,401,5,5,2011,8,5,C,NA,wff2010-4,NA
unh,wff,2010,378,2010-4,2.77,2.75,2.95,401,401,4,5,2011,8,5,C,NA,wff2010-4,NA
unh,wff,2010,379,2010-4,2.31,2.27,2.31,370,401,2,1,2011,8,5,C,NA,wff2010-4,NA
unh,wff,2010,380,2010-4,0.75,0.77,0.83,215,230,1,1,2011,8,7,B,NA,wff2010-4,NA
unh,wff,2010,381,2010-5,3.55,3.65,NA,401,401,4,2,2011,3,0,D,NA,wff2010-5,NA
unh,wff,2010,382,2010-5,2.64,2.84,3.07,401,401,1,1,2011,3,1,C,NA,wff2010-5,NA
unh,wff,2010,383,2010-5,1.6,1.61,NA,280,315,1,1,2011,3,2,B,NA,wff2010-5,NA
unh,wff,2011,1029,3,2.8,2.87,NA,401,401,1,1,2011,9,5,C,NA,wff3,3
unh,wff,2011,1030,3,3.78,3.66,3.82,401,401,2,2,2011,9,1,D,NA,wff3,3
unh,wff,2011,1031,3,4.24,4.24,NA,401,451,1,1,2011,9,1,D,NA,wff3,3
unh,wff,2011,1032,3,2.02,2.06,NA,297,316,2,2,2011,9,5,C,NA,wff3,3
unh,wff,2011,1033,3,3.13,3.35,NA,401,401,1,1,2011,9,5,C,NA,wff3,3
unh,wff,2011,1034,3,2.4,2.48,NA,378,389,1,1,2011,9,5,C,NA,wff3,3
unh,wff,2011,1035,3,0.64,0.66,NA,157,158,1,1,2011,9,6,B,NA,wff3,3
unh,wff,2011,1036,3,0.18,0.18,NA,17,27,1,1,2011,9,8,A,NA,wff3,3
unh,wff,2011,1037,3,0.12,0.15,NA,14,17,1,1,2011,9,8,A,NA,wff3,3
unh,wff,2011,1049,4,3.21,3.05,3.25,401,401,1,2,2011,5,4,C,NA,wff4,3
unh,wff,2011,1050,4,2.89,2.92,NA,401,451,1,1,2011,5,4,C,NA,wff4,3
unh,wff,2011,1051,4,5.1,4.95,NA,451,501,2,2,2011,5,0,D,NA,wff4,3
unh,wff,2011,1052,4,2.9,2.51,2.91,302,385,4,6,2011,5,4,C,NA,wff4,3
unh,wff,2011,1053,4,3.34,3.11,3.49,401,451,1,1,2011,5,4,C,NA,wff4,3
unh,wff,2011,1098,5,1.82,1.71,2.08,320,344,2,2,2011,17,15,B,NA,wff5,1
unh,wff,2011,1099,5,2.31,2.48,NA,385,380,1,1,2011,17,7,C,NA,wff5,1
unh,wff,2011,1100,5,1.67,1.72,NA,355,370,1,1,2011,17,15,B,NA,wff5,1
unh,wff,2011,1101,5,1.27,1.32,NA,278,291,2,1,2011,17,15,B,NA,wff5,1
unh,wff,2011,1102,5,1.34,1.55,NA,303,327,1,1,2011,17,15,B,NA,wff5,1
unh,wff,2011,1103,5,1.54,1.65,NA,323,356,1,1,2011,17,15,B,NA,wff5,1
unh,wff,2011,1104,5,1.28,1.41,NA,301,343,2,2,2011,17,15,B,NA,wff5,1
unh,wff,2011,1105,5,2.06,2.28,NA,400,401,3,3,2011,17,7,C,NA,wff5,1
unh,wff,2011,1106,5,2.38,2.21,2.64,401,451,5,5,2011,17,7,C,NA,wff5,1
unh,wff,2011,1107,5,2.8,2.95,NA,401,401,4,4,2011,17,7,C,NA,wff5,1
unh,wff,2011,1108,5,1.94,1.84,2,370,393,2,2,2011,17,15,B,NA,wff5,1
unh,wff,2011,1109,5,3.36,2.37,3.5,401,401,3,3,2011,17,7,C,NA,wff5,1
unh,wff,2011,1110,5,2.2,2.24,NA,380,398,1,1,2011,17,7,C,NA,wff5,1
unh,wff,2011,1111,5,2.31,2.35,2.62,401,401,1,1,2011,17,7,C,NA,wff5,1
unh,wff,2011,1112,5,2.06,2.15,2.3,401,401,1,1,2011,17,7,C,NA,wff5,1
unh,wff,2011,1113,5,0.49,0.5,NA,112,116,1,1,2011,17,16,A,NA,wff5,1
unh,wff,2011,1114,5,1.96,1.97,2.1,340,366,3,3,2011,17,15,B,NA,wff5,1
unh,wff,2011,1176,6,2.15,2.11,2.23,244,362,2,2,2011,21,8,C,NA,wff6,4
unh,wff,2011,1177,6,2.88,2.8,2.86,401,401,1,1,2011,21,8,C,NA,wff6,4
unh,wff,2011,1179,6,3.37,3.14,3.51,385,400,1,1,2011,21,8,C,NA,wff6,4
unh,wff,2011,1180,6,1.43,1.44,NA,343,361,1,1,2011,21,19,B,NA,wff6,4
unh,wff,2011,1181,6,2.78,2.53,2.85,401,401,2,2,2011,21,8,C,NA,wff6,4
unh,wff,2011,1182,6,2.02,2.06,NA,401,401,5,5,2011,21,8,C,NA,wff6,4
unh,wff,2011,1183,6,1.57,1.51,NA,385,369,1,1,2011,21,19,B,NA,wff6,4
unh,wff,2011,1184,6,2.43,2.43,2.51,401,401,4,5,2011,21,8,C,NA,wff6,4
unh,wff,2011,1185,6,1.38,1.51,NA,316,332,2,2,2011,21,19,B,NA,wff6,4
unh,wff,2011,1186,6,1.79,1.74,1.94,370,372,2,2,2011,21,19,B,NA,wff6,4
unh,wff,2011,1187,6,1.69,1.71,1.8,377,366,9,9,2011,21,19,B,NA,wff6,4
unh,wff,2011,1188,6,2.95,3.08,NA,401,401,2,2,2011,21,8,C,NA,wff6,4
unh,wff,2011,1189,6,2.09,1.77,2.26,345,354,1,1,2011,21,8,C,NA,wff6,4
unh,wff,2011,1190,6,1.88,1.93,NA,334,340,1,1,2011,21,19,B,NA,wff6,4
unh,wff,2011,1191,6,1.04,NA,NA,291,NA,4,NA,2011,21,19,B,NA,wff6,4
unh,wff,2011,1192,6,0.16,0.22,NA,33,36,1,1,2011,21,20,A,NA,wff6,4
unh,wff,2011,1193,6,1.11,1.1,NA,250,257,3,4,2011,21,19,B,NA,wff6,4
unh,wff,2011,1194,6,1.5,1.58,NA,334,329,3,2,2011,21,19,B,NA,wff6,4
unh,wff,2011,1195,6,1.79,1.98,NA,298,310,3,4,2011,21,19,B,NA,wff6,4
unh,wff,2011,1196,6,2.18,2.21,NA,400,401,5,3,2011,21,8,C,NA,wff6,4
unh,wff,2011,1197,6,1.4,1.41,NA,320,325,2,2,2011,21,19,B,NA,wff6,4
unh,wff,2011,P6-W-7,6,NA,0.15,NA,NA,28,NA,1,2011,21,0,NA,NA,wff6,4
unh,wff,2011,1066,7,0.84,0.82,NA,78,83,1,1,2011,8,3,B,NA,wff7,1
unh,wff,2011,1067,7,0.48,0.52,NA,41,45,2,4,2011,8,7,A,NA,wff7,1
unh,wff,2011,1068,7,0.68,0.61,NA,83,84,1,1,2011,8,3,B,NA,wff7,1
unh,wff,2011,1069,7,0.56,0.54,NA,81,88,1,1,2011,8,3,B,NA,wff7,1
unh,wff,2011,1070,7,0.27,0.3,NA,26,30,1,1,2011,8,7,A,NA,wff7,1
unh,wff,2011,1071,7,0.47,0.58,NA,64,77,1,1,2011,8,7,A,NA,wff7,1
unh,wff,2011,1072,7,0.22,0.21,NA,23,23,1,1,2011,8,7,A,NA,wff7,1
unh,wff,2011,1073,7,0.6,0.65,NA,90,105,3,4,2011,8,3,B,NA,wff7,1
unh,wff,2011,1088,8,1.44,1.5,NA,241,264,1,1,2011,1,0,B,NA,wff8,1
unh,wff,2011,1139,9,1.02,1.03,NA,119,120,3,3,2011,37,29,B,NA,wff9,4
unh,wff,2011,1140,9,1.05,0.99,NA,180,183,2,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1141,9,0.42,0.49,NA,66,80,1,3,2011,37,36,A,NA,wff9,4
unh,wff,2011,1142,9,0.44,0.45,NA,73,76,3,3,2011,37,36,A,NA,wff9,4
unh,wff,2011,1143,9,0.76,0.78,NA,135,137,2,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1144,9,0.51,0.51,NA,109,122,3,3,2011,37,29,B,NA,wff9,4
unh,wff,2011,1145,9,0.43,0.43,NA,60,64,3,3,2011,37,36,A,NA,wff9,4
unh,wff,2011,1146,9,1.14,1.12,NA,187,198,2,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1147,9,1.14,1.25,NA,229,252,3,3,2011,37,29,B,NA,wff9,4
unh,wff,2011,1148,9,0.85,0.81,NA,156,164,1,1,2011,37,29,B,NA,wff9,4
unh,wff,2011,1149,9,0.36,0.37,NA,65,73,1,1,2011,37,36,A,NA,wff9,4
unh,wff,2011,1150,9,0.57,0.63,NA,118,128,3,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1151,9,0.57,0.76,NA,106,141,2,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1152,9,0.78,0.89,NA,168,180,2,3,2011,37,29,B,NA,wff9,4
unh,wff,2011,1153,9,0.87,0.91,NA,166,179,1,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1154,9,0.5,0.56,NA,113,121,2,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1155,9,1.49,1.49,NA,240,241,8,13,2011,37,29,B,NA,wff9,4
unh,wff,2011,1156,9,0.83,0.88,NA,139,141,5,7,2011,37,29,B,NA,wff9,4
unh,wff,2011,1157,9,0.94,0.91,NA,188,194,1,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1158,9,0.7,0.91,NA,135,175,7,8,2011,37,29,B,NA,wff9,4
unh,wff,2011,1159,9,0.78,0.72,NA,139,151,3,5,2011,37,29,B,NA,wff9,4
unh,wff,2011,1160,9,0.35,0.39,NA,52,73,2,2,2011,37,36,A,NA,wff9,4
unh,wff,2011,1161,9,1.42,1.46,NA,241,252,3,1,2011,37,29,B,NA,wff9,4
unh,wff,2011,1162,9,0.5,0.57,NA,94,108,1,1,2011,37,29,B,NA,wff9,4
unh,wff,2011,1163,9,0.54,0.62,NA,118,134,1,1,2011,37,29,B,NA,wff9,4
unh,wff,2011,1164,9,1.58,1.67,NA,256,266,1,1,2011,37,29,B,NA,wff9,4
unh,wff,2011,1165,9,1.06,1.05,NA,179,188,1,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1166,9,0.7,0.74,NA,148,168,2,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1167,9,0.77,0.78,NA,153,168,1,1,2011,37,29,B,NA,wff9,4
unh,wff,2011,1168,9,0.6,0.6,NA,104,117,1,1,2011,37,29,B,NA,wff9,4
unh,wff,2011,1169,9,0.62,0.63,NA,122,123,2,3,2011,37,29,B,NA,wff9,4
unh,wff,2011,1170,9,1.21,1.28,NA,203,215,3,3,2011,37,29,B,NA,wff9,4
unh,wff,2011,1171,9,1.25,1.22,NA,212,226,3,2,2011,37,29,B,NA,wff9,4
unh,wff,2011,1172,9,1,1.08,NA,164,174,3,4,2011,37,29,B,NA,wff9,4
unh,wff,2011,1173,9,0.49,0.66,NA,119,136,2,2,2011,37,36,A,NA,wff9,4
unh,wff,2011,1174,9,0.47,0.48,NA,87,101,2,2,2011,37,36,A,NA,wff9,4
unh,wff,2011,1175,9,0.57,0.65,NA,155,161,3,1,2011,37,29,B,NA,wff9,4
unh,wff,2011,P9-W-5,9,NA,0.31,NA,NA,46,NA,1,2011,37,0,NA,NA,wff9,4
long_island,caleb_smith,2011,2166,1,0.51,0.61,NA,62,63,4,3,2011,1,0,B,NA,caleb_smith1,NA
long_island,caleb_smith,2012,CS12-135,1,NA,0.17,NA,NA,12,NA,1,2011,1,0,NA,NA,caleb_smith1,NA
long_island,caleb_smith,2011,2067,10,1.24,1.12,1.23,252,209,10,12,2011,10,3,B,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2068,10,0.99,1.07,NA,215,208,1,2,2011,10,3,B,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2069,10,1.32,1.36,NA,237,137,1,2,2011,10,3,B,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2070,10,0.4,0.43,NA,33,25,2,1,2011,10,9,A,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2071,10,0.25,0.31,NA,40,34,1,1,2011,10,9,A,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2072,10,0.33,0.62,NA,52,52,2,2,2011,10,9,A,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2073,10,0.59,0.59,NA,109,109,2,2,2011,10,3,B,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2074,10,0.32,0.37,NA,40,49,4,1,2011,10,9,A,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2075,10,0.45,0.48,NA,78,92,5,4,2011,10,9,A,NA,caleb_smith10,NA
long_island,caleb_smith,2012,CS12-117,10,NA,0.13,NA,NA,10,NA,1,2011,10,0,NA,NA,caleb_smith10,NA
long_island,caleb_smith,2011,P10-1,10,NA,0.08,NA,NA,9,NA,1,2011,10,0,NA,NA,caleb_smith10,NA
long_island,caleb_smith,2011,P10-3,10,0.12,0.15,NA,8,12,1,1,2011,10,9,A,NA,caleb_smith10,NA
long_island,caleb_smith,2011,P10-5,10,NA,0.11,NA,NA,10,NA,1,2011,10,0,NA,NA,caleb_smith10,NA
long_island,caleb_smith,2011,2115,11,0.69,0.67,NA,132,135,2,2,2011,10,2,B,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2116,11,0.54,0.54,NA,91,88,1,2,2011,10,2,B,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2117,11,0.38,0.38,NA,70,69,2,2,2011,10,9,A,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2118,11,0.36,0.38,NA,32,34,1,1,2011,10,9,A,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2119,11,0.47,0.45,NA,56,55,1,2,2011,10,9,A,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2120,11,0.5,0.56,NA,85,32,2,3,2011,10,2,B,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2121,11,0.28,0.27,NA,32,35,1,1,2011,10,9,A,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2122,11,0.28,0.24,NA,43,27,2,1,2011,10,9,A,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2123,11,0.46,0.49,NA,70,74,1,1,2011,10,9,A,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2124,11,0.26,0.25,NA,39,39,1,1,2011,10,9,A,NA,caleb_smith11,NA
long_island,caleb_smith,2011,2125,12,1.6,1.62,NA,254,62,2,1,2011,4,1,B,NA,caleb_smith12,NA
long_island,caleb_smith,2011,2126,12,1.72,1.72,NA,326,339,5,12,2011,4,1,B,NA,caleb_smith12,NA
long_island,caleb_smith,2011,CS-16,12,0.04,NA,NA,4,NA,1,NA,2011,4,3,A,NA,caleb_smith12,NA
long_island,caleb_smith,2011,CS-17,12,0.1,NA,NA,9,NA,1,NA,2011,4,3,A,NA,caleb_smith12,NA
long_island,caleb_smith,2011,2127,13,0.8,0.9,NA,185,188,1,1,2011,9,5,B,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2128,13,0.5,0.55,NA,95,98,1,1,2011,9,5,B,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2129,13,0.59,0.62,NA,114,112,1,1,2011,9,5,B,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2130,13,0.4,0.4,NA,67,70,1,1,2011,9,8,A,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2131,13,0.42,0.45,NA,90,88,1,3,2011,9,8,A,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2132,13,1.49,1.48,NA,340,317,4,4,2011,9,5,B,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2133,13,0.91,0.94,NA,340,257,3,3,2011,9,5,B,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2134,13,1.84,1.88,NA,400,401,6,6,2011,9,5,B,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2135,13,0.31,0.36,NA,39,48,1,1,2011,9,8,A,NA,caleb_smith13,NA
long_island,caleb_smith,2012,CS12-126,13,NA,0.07,NA,NA,8,NA,1,2011,9,0,NA,NA,caleb_smith13,NA
long_island,caleb_smith,2012,CS12-127,13,NA,0.09,NA,NA,13,NA,1,2011,9,0,NA,NA,caleb_smith13,NA
long_island,caleb_smith,2011,2136,14,2,2.21,NA,336,352,2,7,2011,5,0,C,NA,caleb_smith14,NA
long_island,caleb_smith,2011,2137,14,0.4,0.44,NA,67,65,1,1,2011,5,4,A,NA,caleb_smith14,NA
long_island,caleb_smith,2011,2138,14,0.5,0.51,NA,70,68,1,2,2011,5,3,B,NA,caleb_smith14,NA
long_island,caleb_smith,2011,2139,14,1.1,1.34,NA,252,255,1,1,2011,5,3,B,NA,caleb_smith14,NA
long_island,caleb_smith,2011,2140,14,1.48,1.48,NA,275,264,1,1,2011,5,3,B,NA,caleb_smith14,NA
long_island,caleb_smith,2012,CS12-82,14,NA,0.09,NA,NA,11,NA,1,2011,5,0,NA,NA,caleb_smith14,NA
long_island,caleb_smith,2012,CS12-84,14,NA,0.09,NA,NA,8,NA,1,2011,5,0,NA,NA,caleb_smith14,NA
long_island,caleb_smith,2012,CS12-85,14,NA,0.1,NA,NA,9,NA,1,2011,5,0,NA,NA,caleb_smith14,NA
long_island,caleb_smith,2012,CS12-86,14,NA,0.1,NA,NA,13,NA,1,2011,5,0,NA,NA,caleb_smith14,NA
long_island,caleb_smith,2012,CS12-87,14,NA,0.09,NA,NA,14,NA,1,2011,5,0,NA,NA,caleb_smith14,NA
long_island,caleb_smith,2012,CS12-89,14,NA,0.13,NA,NA,13,NA,1,2011,5,0,NA,NA,caleb_smith14,NA
long_island,caleb_smith,2012,CS12-95,14,NA,0.1,NA,NA,12,NA,1,2011,5,0,NA,NA,caleb_smith14,NA
long_island,caleb_smith,2012,CS12-99,14,NA,0.12,NA,NA,19,NA,1,2011,5,0,NA,NA,caleb_smith14,NA
long_island,caleb_smith,2011,2141,15,1.06,1.08,NA,97,89,1,1,2011,1,0,B,NA,caleb_smith15,NA
long_island,caleb_smith,2011,2142,16,0.32,0.37,NA,41,71,1,1,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2143,16,0.42,0.48,NA,71,70,1,1,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2144,16,0.22,0.31,NA,33,33,1,1,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2145,16,1.48,1.9,NA,248,260,1,1,2011,13,3,B,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2146,16,0.57,0.61,NA,113,120,1,1,2011,13,3,B,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2147,16,0.45,0.53,NA,100,106,1,1,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2148,16,0.84,0.93,NA,173,180,1,2,2011,13,3,B,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2149,16,0.45,0.4,NA,95,58,3,2,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2150,16,0.35,0.48,NA,58,96,1,2,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2151,16,0.52,0.62,NA,102,111,1,1,2011,13,3,B,NA,caleb_smith16,NA
long_island,caleb_smith,2011,2152,16,0.35,0.4,NA,58,66,1,1,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2011,CS-18,16,0.15,NA,NA,25,NA,1,NA,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2011,CS-19,16,0.1,0.08,NA,6,8,1,1,2011,13,12,A,NA,caleb_smith16,NA
long_island,caleb_smith,2012,CS12-114,16,NA,0.08,NA,NA,5,NA,1,2011,13,0,NA,NA,caleb_smith16,NA
long_island,caleb_smith,2012,1309,17,NA,0.08,NA,NA,7,NA,1,2011,4,0,NA,NA,caleb_smith17,NA
long_island,caleb_smith,2011,2153,17,1.71,1.79,NA,315,324,2,1,2011,4,2,B,NA,caleb_smith17,NA
long_island,caleb_smith,2011,2154,17,3.35,2.92,3.33,388,389,5,3,2011,4,0,C,NA,caleb_smith17,NA
long_island,caleb_smith,2011,2155,17,1.06,1.12,NA,163,158,3,3,2011,4,2,B,NA,caleb_smith17,NA
long_island,caleb_smith,2011,CS-20,17,0.19,0.21,NA,18,22,1,1,2011,4,3,A,NA,caleb_smith17,NA
long_island,caleb_smith,2012,CS12-141,17,NA,0.1,NA,NA,9,NA,1,2011,4,0,NA,NA,caleb_smith17,NA
long_island,caleb_smith,2012,CS12-142,17,NA,0.25,NA,NA,24,NA,1,2011,4,0,NA,NA,caleb_smith17,NA
long_island,caleb_smith,2012,CS12-145,17,NA,0.13,NA,NA,10,NA,1,2011,4,0,NA,NA,caleb_smith17,NA
long_island,caleb_smith,2011,2156,18,0.22,0.22,NA,22,26,1,1,2011,4,3,A,NA,caleb_smith18,NA
long_island,caleb_smith,2011,2157,18,0.28,0.3,NA,34,35,1,1,2011,4,3,A,NA,caleb_smith18,NA
long_island,caleb_smith,2011,2158,18,3.24,3.29,NA,451,451,2,3,2011,4,1,C,NA,caleb_smith18,NA
long_island,caleb_smith,2011,2159,18,2.7,NA,NA,451,NA,2,NA,2011,4,1,C,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-18,18,NA,0.13,NA,NA,11,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-19,18,NA,0.22,NA,NA,16,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-22,18,NA,0.1,NA,NA,7,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-32,18,NA,0.1,NA,NA,10,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-34,18,NA,0.1,NA,NA,5,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-43,18,NA,0.08,NA,NA,8,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-44,18,NA,0.07,NA,NA,8,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-49,18,NA,0.06,NA,NA,6,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-52,18,NA,0.1,NA,NA,7,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-55,18,NA,0.09,NA,NA,9,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-56,18,NA,0.07,NA,NA,8,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-57,18,NA,0.08,NA,NA,6,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-59,18,NA,0.09,NA,NA,5,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-60,18,NA,0.09,NA,NA,6,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-62,18,NA,0.22,NA,NA,28,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-63,18,NA,0.09,NA,NA,12,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2012,CS12-64,18,NA,0.08,NA,NA,6,NA,1,2011,4,0,NA,NA,caleb_smith18,NA
long_island,caleb_smith,2011,2160,19,1.2,1.25,NA,101,128,1,1,2011,1,0,B,NA,caleb_smith19,NA
long_island,caleb_smith,2012,CS12-138,19,NA,0.08,NA,NA,12,NA,1,2011,1,0,NA,NA,caleb_smith19,NA
long_island,caleb_smith,2011,2114,2,1.91,1.91,NA,362,374,1,1,2011,2,0,B,NA,caleb_smith2,NA
long_island,caleb_smith,2012,CS12-131,2,NA,0.09,NA,NA,10,NA,1,2011,2,0,NA,NA,caleb_smith2,NA
long_island,caleb_smith,2012,CS12-132,2,NA,0.24,NA,NA,24,NA,1,2011,2,0,NA,NA,caleb_smith2,NA
long_island,caleb_smith,2012,CS12-134,2,NA,0.13,NA,NA,15,NA,1,2011,2,0,NA,NA,caleb_smith2,NA
long_island,caleb_smith,2011,P2-2,2,0.1,NA,NA,9,NA,1,NA,2011,2,1,A,NA,caleb_smith2,NA
long_island,caleb_smith,2011,2162,20,0.43,0.46,NA,53,55,1,1,2011,4,3,A,NA,caleb_smith20,NA
long_island,caleb_smith,2011,2163,20,0.5,0.5,NA,85,89,1,1,2011,4,1,B,NA,caleb_smith20,NA
